timestamp,sn,text
2019-03-28 08:14:01,GianfRomanazzi,Ready for #meeting on #social #innovation to present #experience of #social #agriculture #master #degree at #UNIVPM… https://t.co/pt9pgl3zkB
2019-03-28 08:13:59,VijayLBhike,"It's time to stand up and support us, in bringing Mapusa to life. It's been over two decades of BJP rule and nothin… https://t.co/Tl1IM5Lq7C"
2019-03-28 08:13:36,SENDHILKUMARD,"RT @MinAmbalam: மின்னம்பலம்:கட்சி விரும்பினால் போட்டியிடுவேன்: பிரியங்கா காந்தி
https://t.co/i6K8dYo5oK
#Congress #PriyankaGandhiVadra http…"
2019-03-28 08:13:18,WakingDreamart,"America is broken. 
#Congress
Stop this budget ~ it's as appalling as the #GOPTaxScam 
Align with budget priorities… https://t.co/GG36phIysV"
2019-03-28 08:12:57,roarDworld,"@vivekagnihotri @ads7506 @priyankac19 -
Homi Bhabha started nuclear research well b4 #Nehru blackmailed #Gandhi 2 s… https://t.co/4eVNyBvcnQ"
2019-03-28 08:12:42,annugujarati,"RT @firenewshindi: ये कांग्रेस मुक्त नहीं कांग्रेस युक्त भारत का समय है: शत्रुघ्न सिन्हा
#FirePostcard 
#LokSabhaElections2019 
#Shatrughan…"
2019-03-28 08:12:39,annugujarati,"RT @firenewshindi: कांग्रेस-AAP गठबंधन: पार्टी ने राहुल पर छोड़ा फैसला, शाम तक ऐलान।
#FirePostcard 
#AamAdmiParty 
#Congress
#ArvindKejriwa…"
2019-03-28 08:12:24,annugujarati,"RT @firenewshindi: कांग्रेस के टिकट पर लोकसभा चुनाव लड़ेंगी उर्मिला मातोंडकर।
#FirePostcard 
#Congress 
#UrmilaMatondkar 
#Bollywood https:…"
2019-03-28 08:12:20,annugujarati,"RT @firenewshindi: राहुल गांधी देश के 20% गरीब परिवारों को देंगे ₹72000 सालाना।
#FirePostcard 
#RahulGandhi 
#Congress 
#incindia 
#LokSabh…"
2019-03-28 08:12:17,tamilnaadulive,#Congress #DMK #TamilNadu #TNPolitics #LokSabhaElections2019 https://t.co/mbs4J4SAcK
2019-03-28 08:12:15,KyasapuraS,"In #Karnataka , people belonging to certain communities have a great Bonding with the G &amp; G* families of #Congress… https://t.co/st2hyNGeBt"
2019-03-28 08:12:02,rushinapatel141,RT @GallaGossip: #Congress #BJP #LokSabhaElections2019 #India #HardikPatel #Gujarat #CongressMuktBharat #CongressInsultsIndia #congresskifa…
2019-03-28 08:11:44,Parikhmeet007,RT @GallaGossip: #Congress #BJP #LokSabhaElections2019 #India #HardikPatel #Gujarat #CongressMuktBharat #CongressInsultsIndia #congresskifa…
2019-03-28 08:11:21,Madman47901811,@CNNnews18 @narendramodi yeah I accepted that during Congress period we have no bank accounts but had some money on… https://t.co/AQkPSIpzqo
2019-03-28 08:11:19,iabhishekpandya,RT @GallaGossip: #Congress #BJP #LokSabhaElections2019 #India #HardikPatel #Gujarat #CongressMuktBharat #CongressInsultsIndia #congresskifa…
2019-03-28 08:10:53,KeharSi48829323,"RT @AditiSinghFcUP: Vote for Congress..
#RahuGandhi #PriyankaGandhiVadra #PriyankaGandhi #AditiSinghInc #AditiSingh #Raebareli #UttarPrades…"
2019-03-28 08:10:52,uffyeh1,"काँग्रेस मे रंगीला https://t.co/8D686C4VnE via @YouTube

@RahulGandhi #UrmilaMatondkar #politicals, #party, #people… https://t.co/E8dd8ca0Bf"
2019-03-28 08:10:50,ardhendu_rai,RT @MeenaDasNarayan: #Congress n #JDS karnataka: r running like headless chickens as massive raid exposes the money ty have looted from pub…
2019-03-28 08:10:40,ardhendu_rai,RT @journalistHari: By tactically spreading the news that @RahulGandhi will contest from #Wayanad and then refusing to take decision #Rahul…
2019-03-28 08:10:29,Sahil_Chandel,"Suna hai ""Teri akhya ka yo kajal"" is replaced by ""Chamma Chamma"" 
#2019elections #congress #BJP"
2019-03-28 08:10:16,annugujarati,"RT @firenewshindi: 'गरीबी पर 'सर्जिकल स्ट्राइक' है न्यूनतम आय योजना'
#FirePostcard 
#MinimumGuaranteeScheme
#RahulGandhi #Congress 
#incind…"
2019-03-28 08:10:15,AdityaMenon22,RT @manpreet_mba09: #chaatimediscussion 2 - Can Sikhs ever be close to Congress again. My father - Sikhs should not partner with BJP. Align…
2019-03-28 08:10:10,saflishbarbhuya,RT @PriyaDutt_INC: Alone we can do so little; together we can do so much. Visited different areas in Santacruz (w) on 27th March and I’m ov…
2019-03-28 08:10:10,rkman051981,"@htTweets #congress #BJP Officially now underworld is joining congress, all the best congress , I believe she chang… https://t.co/xh3fcXoU6L"
2019-03-28 08:10:07,RaviSagar4391,"RT @ajitjogi_cg: दारू बंदी का वादा था
सत्ता में आते ही भूल गए
अब दारू से रकम उगाहेंगे
लोगों का घर मिटायेंगे|

#AmitJogi #AjitJogi #JantaCon…"
2019-03-28 08:10:06,sandeshnews,"કોંગ્રેસના લલિત કથગરા સૌરાષ્ટ્રમાં પાકવીમાના પ્રશ્નને લઇને ગર્જ્યા, જણાવી આગામી રણનીતિ : https://t.co/8BKKJjjEQA… https://t.co/s5PSh3u71r"
2019-03-28 08:09:54,yshaq,"RT @peta: This baby monkey has a powerful message for today’s @TheHill readers👇

PETA’s ad is urging #Congress to fund modern non-animal re…"
2019-03-28 08:09:27,annugujarati,"RT @firenewshindi: महाराष्ट्र में गठबंधन के तहत कांग्रेस को 26 व एनसीपी को 22 सीटें।
#FirePostcard 
#Congress 
#NCP2019
#SharadPawar 
#Maha…"
2019-03-28 08:09:24,GallaGossip,#Congress #BJP #LokSabhaElections2019 #India #HardikPatel #Gujarat #CongressMuktBharat #CongressInsultsIndia… https://t.co/knmUdleqRa
2019-03-28 08:09:07,annugujarati,"RT @firenewshindi: 'कांग्रेस में शामिल हो सकते हैं बीजेपी नेता शत्रुघ्न सिन्हा'
#FirePostcard 
#ShatrughanSinha
#Congress
#LokSabhaElection…"
2019-03-28 08:08:58,Kuza_Biashara,"The innovative platform is about learning, it’s about incubation, it’s about networking and financing.
-… https://t.co/mBc8KRS53s"
2019-03-28 08:08:43,ians_india,"In a snub to #Congress President #RahulGandhi, #WestBengal Chief Minister #MamataBanerjee has called him a ""kid"" wh… https://t.co/meKhihoupx"
2019-03-28 08:08:42,ravipolara,"RT @VtvGujarati: #Congress ને #GPCC માટે માગ્યો પોલીસ બંદોબસ્ત,ગર્ભિત ભયના કારણે માગ્યો પોલીસ બંદોબસ્ત,કોંગ્રેસ કાર્યાલયે ગોઠવાયો પોલીસ બં…"
2019-03-28 08:08:19,tripurarips,"RT @Bala23287: #Congress had all the chances to make it right.
#Congress had all the chances to make us great
#Congress had all the chances…"
2019-03-28 08:08:09,punjabkesari,"कांग्रेस ने पीएम को बताया ड्रामा किंग, कहा- मोदी जी ने सारी मर्यादाएं की पार
https://t.co/ugyyaFJ5X6 
#DramaKing… https://t.co/MeNZigWwJN"
2019-03-28 08:07:55,Karn193,RT @TyagrajShekhawt: #कांग्रेस #पार्टी के कुछ कार्यकर्ता  #बनारस के #80s घाट पर एक लड़की छेड़छाड़ और बदतमीजी सिर्फ इसलिए की वो लड़की #नमो_अ…
2019-03-28 08:07:42,Kumudam_Com,சாலை விபத்தில் சிக்கிய பத்திரிகையாளர்! காரில் அழைத்துச் சென்று மருத்துவமனையில் சேர்த்த ராகுல்! #RahulGandhi… https://t.co/SXHsjMbnLZ
2019-03-28 08:07:20,NationalBroadc2,"Actor Urmila Matondkar joins Congress l My Family Followed Nehru, Patel l NBC Hindi
#UrmilaMatondkar #Congress… https://t.co/bj0qiPSKVk"
2019-03-28 08:07:19,shailendra6230,"RT @AnokhiSingh10: गरीब बनो 72 हजार मिलेंगे,
आतंकी बनो 1 करोड़ मिलेंगे, 
देश विरोदी नारे लगाओ सेना का विरोध करो #Congress टिकट देंगे!! 
Cho…"
2019-03-28 08:07:10,paras64,RT @MirrorNow: #Congress counters PM Narendra Modi's Meerut speech'; says he has mocked the poor of India https://t.co/JQlgwWsweI
2019-03-28 08:07:05,JustOutTamil,"வருமானவரித்துறை சோதனை: காங்கிரஸ் கண்டனம்
Read More - https://t.co/nLToiKHFr1
#ITRaid #BJP #Congress #Karnataka… https://t.co/nfTm3BDPYO"
2019-03-28 08:06:55,apnnewsindia,#Congress party has betrayed poor of the country and the poor will not let the Congress to come to power: PM #NarendraModi
2019-03-28 08:06:42,Karimkh26819565,RT @PriyaDutt_INC: Alone we can do so little; together we can do so much. Visited different areas in Santacruz (w) on 27th March and I’m ov…
2019-03-28 08:06:41,AnilSharma4BJP,ध्यान से सुनिए और समझिये पप्पू का नाटक   #Congress https://t.co/OMN9V1SJlU
2019-03-28 08:05:42,shaileshmishra,"RT @NEWS9TWEETS: #BIGNEWS: State #BJP chief @BSYBJP reacts on I-T raids, says #Congress-JD(S) leaders need not worry about the raids if the…"
2019-03-28 08:05:26,Muaviyajamal_,RT @PriyaDutt_INC: Alone we can do so little; together we can do so much. Visited different areas in Santacruz (w) on 27th March and I’m ov…
2019-03-28 08:05:19,vijaypundir27,RT @reallyurmila: Joind #Congress today. Thanks Mr. Rahul Gandhi ji 🙏 https://t.co/dPUFy7kNtV
2019-03-28 08:05:18,CharanJayaraj,"RT @PRNatarajan: நமது வேட்பாளர் இப்போது தியாகராய நகரில் உங்கள் பொன்னான வாக்குகளை வேண்டி வருகிறார்.

#KovaiforPRN #VoteforPRN #CPIM #CPI #DM…"
2019-03-28 08:05:03,pranavbarli,RT @MeenaDasNarayan: #Congress n #JDS karnataka: r running like headless chickens as massive raid exposes the money ty have looted from pub…
2019-03-28 08:04:57,abisheksinghvi,"Alright @INCIndia Lets keep @narendramodi and @RahulGandhi aside for sometime.. 

Show me a match for the performan… https://t.co/iqUmMj16CN"
2019-03-28 08:04:30,oneindiatelugu,జ‌న‌సేన కాదు..కాంగ్రెస్ కాదు : మెగాస్టార్ కొత్త నిర్ణ‌యం : ఎన్నిక‌ల వేళ చిరంజీవి కొత్త ట్విస్ట్‌..!… https://t.co/5fYqImkdYF
2019-03-28 08:04:06,Manjeet20095815,#Congress ka vikas senior citizen ho gaya ha.isse Retire karo
2019-03-28 08:04:04,insidene,The theatrics in the lead up to the #LokSabhaElections2019  have continued as #Congress President @RahulGandhi has… https://t.co/eMUGKIgxiD
2019-03-28 08:03:11,Khadim_Dar,RT @PriyaDutt_INC: Alone we can do so little; together we can do so much. Visited different areas in Santacruz (w) on 27th March and I’m ov…
2019-03-28 08:03:05,CatchNews,"#LokSabhaElections2019: #Congress, #INPT approach #IPFT for alliance to defeat #BJP in #Tripura https://t.co/BvhpXrSQTz"
2019-03-28 08:02:59,KeshavKantShrma,"Similarity b/w #Pakistan &amp; #congress
1. Hiding Nose if something happens
2. Circulating same fake photo everywhere.… https://t.co/4duQjEBoiL"
2019-03-28 08:02:50,PerumalNavanee,"RT @SanjaySDutt: On way to #Karaikal to address #Congress #LoksabhaElection mtg, paid tributes to our all time inspiration &amp; beloved leader…"
2019-03-28 08:02:40,nuggettoffy,RT @ToTheePoint: #Congress #Pidi's: Politicians shouldn't take any credit for #MissionShakti. It's entirely due to the hardwork of @DRDO_In…
2019-03-28 08:02:26,shankar6763,"@INCIndia thinks its latest missile #MinimumIncomeGuarantee  shortened as """"MIG"""" will destroy ""Rafale"" #Modi  but… https://t.co/eoxgxpiZ60"
2019-03-28 08:02:09,dkhanduri25,"RT @werwolf_sk: Real face of #Karnataka government on #loan waiver.

Do you still want to vote for #jds &amp; #congress  😑

That's how they are…"
2019-03-28 08:02:07,1stIndiaNews,VIDEO: #जोधपुर लोकसभा सीट से #कांग्रेस प्रत्याशी का सस्पेंस हुआ समाप्त ! #Jodhpur #Rajasthan #Election2019… https://t.co/YEtnPEILEs
2019-03-28 08:01:39,Kulbir19071965,RT @TyagrajShekhawt: #कांग्रेस #पार्टी के कुछ कार्यकर्ता  #बनारस के #80s घाट पर एक लड़की छेड़छाड़ और बदतमीजी सिर्फ इसलिए की वो लड़की #नमो_अ…
2019-03-28 08:01:36,danishk46790420,RT @MirrorNow: #Congress counters PM Narendra Modi's Meerut speech'; says he has mocked the poor of India https://t.co/JQlgwWsweI
2019-03-28 08:01:25,srsbang,RT @journalistHari: By tactically spreading the news that @RahulGandhi will contest from #Wayanad and then refusing to take decision #Rahul…
2019-03-28 08:01:06,ItsaBarbism,@ewarren Explain the affordable part. Premiums have increased so the term affordable no longer applies. The premise… https://t.co/M9odLilWwB
2019-03-28 08:00:37,VtvGujarati,"#Congress ને #GPCC માટે માગ્યો પોલીસ બંદોબસ્ત,ગર્ભિત ભયના કારણે માગ્યો પોલીસ બંદોબસ્ત,કોંગ્રેસ કાર્યાલયે ગોઠવાયો પો… https://t.co/IHpeZTEEys"
2019-03-28 08:00:37,Sri_Anand7,RT @journalistHari: By tactically spreading the news that @RahulGandhi will contest from #Wayanad and then refusing to take decision #Rahul…
2019-03-28 08:00:37,jajones338,RT @JaySekulow: It’s ridiculous to think officials serving in #Congress would espouse #AntiSemitic rhetoric. But Congresswoman Omar has don…
2019-03-28 08:00:31,madhava61,RT @journalistHari: By tactically spreading the news that @RahulGandhi will contest from #Wayanad and then refusing to take decision #Rahul…
2019-03-28 08:00:10,eSakalUpdate,"#UrmilaMatondkar  #Congress #Bjp #Loksabha2019
@UrmilaMatondkar @RahulGandhi @INCIndia @narendramodi @BJP4India 
https://t.co/v4N8WaZvhg"
2019-03-28 08:00:01,SirAshishji,#congress has a clear mind set. They just don’t want to work and also wants the nation to do so. Hence this #MinimumIncomeGuarantee scheme.
2019-03-28 08:00:01,iamAKHTER,RT @MirrorNow: #Congress counters PM Narendra Modi's Meerut speech'; says he has mocked the poor of India https://t.co/JQlgwWsweI
2019-03-28 07:59:49,jai1965,"RT @werwolf_sk: Please give it a read 🙏

An eye opener how funds were misused &amp; floated around in companies during #UPA

Show how they play…"
2019-03-28 07:59:24,RemovArticle370,"Why #IndiaWithNaMo ? And #ModiHaiToMumkinHai 
See this Video about the lies #Congress Spreads daily. https://t.co/PypVhiCB5X"
2019-03-28 07:59:21,Shakeel58991241,RT @prajavani: ರಸ್ತೆ ಅಪಘಾತದಲ್ಲಿ ಗಾಯಗೊಂಡಿದ್ದ ಪತ್ರಕರ್ತರೊಬ್ಬರನ್ನು ಆಸ್ಪತ್ರೆಗೆ ದಾಖಲಿಸುವ ಮೂಲಕ ಕಾಂಗ್ರೆಸ್‌ ಅಧ್ಯಕ್ಷ ರಾಹುಲ್‌ ಗಾಂಧಿ ಮಾನವೀಯತೆ ಮೆರೆದಿದ್…
2019-03-28 07:59:20,ayushseth20,I would definitely like to ask this question to the congress men whether they will open new accounts or they will i… https://t.co/sEwhpqENe7
2019-03-28 07:58:45,MirrorNow,#Congress counters PM Narendra Modi's Meerut speech'; says he has mocked the poor of India https://t.co/JQlgwWsweI
2019-03-28 07:58:27,reactiveIntent,"RT @Just2BiZI: @khussh_ @BrianRe19196254 @Dragonsoul9Fire @ZionistReport @ifamericansknew ""Congress Pissed The Truth Has Come Out""

Via @Le…"
2019-03-28 07:57:44,MukeshR53935114,RT @PriyaDutt_INC: Alone we can do so little; together we can do so much. Visited different areas in Santacruz (w) on 27th March and I’m ov…
2019-03-28 07:57:38,eSakalUpdate,"#UrmilaMantondkar #Congress #Bjp #Loksabha2019
@UrmilaMatondFan https://t.co/v4N8WaZvhg"
2019-03-28 07:57:28,IncBasavakalyan,RT @PriyaDutt_INC: Alone we can do so little; together we can do so much. Visited different areas in Santacruz (w) on 27th March and I’m ov…
2019-03-28 07:57:15,iamrahimkhan1,RT @PriyaDutt_INC: Alone we can do so little; together we can do so much. Visited different areas in Santacruz (w) on 27th March and I’m ov…
2019-03-28 07:57:09,anandit_som,"retired actor with a politician 
#ApnaVoteSahiHathMeDijiye 

#congress https://t.co/aKnCStneyP"
2019-03-28 07:57:03,KhwajaS33354051,RT @PriyaDutt_INC: Alone we can do so little; together we can do so much. Visited different areas in Santacruz (w) on 27th March and I’m ov…
2019-03-28 07:56:55,ImBalaRmd,RT @thatsTamil: பெங்களூர் தெற்கு தொகுதி பாஜக வேட்பாளர் தேஜஸ்வி சூர்யா மீது பெண் பரபரப்பு பாலியல்  குற்றச்சாட்டு!  https://t.co/42vIQVrcSQ #…
2019-03-28 07:56:42,nadeemnknk,RT @PriyaDutt_INC: Alone we can do so little; together we can do so much. Visited different areas in Santacruz (w) on 27th March and I’m ov…
2019-03-28 07:56:16,manpreet_mba09,#chaatimediscussion 2 - Can Sikhs ever be close to Congress again. My father - Sikhs should not partner with BJP. A… https://t.co/kRiXdXn1qd
2019-03-28 07:56:03,Ajitkumar_Kanan,"RT @LakshadweepCon1: New Horizons for Governance,  Youth, Infrastructure, Fishermen Welfare,  Education, Health, Transport! 

#Lakshadweep…"
2019-03-28 07:55:54,HirenMParekh,"RT @CatchHindi: 'चौकीदार' बनें बीजेपी और कांग्रेस के गले की फांस, आयोग में शिकायत की दर्ज
#LokSabhaElection2019 #Chowkidars #BJP #Congress…"
2019-03-28 07:55:41,Anvaymarkleo,"In 24 hours Congress change his statement.
#BJP #Congress #Chowkidar 
 #2019LokSabhaElections 
#2019Elections… https://t.co/8hMC4wMAJN"
2019-03-28 07:55:37,srinidhi8,"RT @prajavani: ‘ನನ್ನ ಬೆಂಬಲಿಗರ ಅಂಗಡಿ–ಹೋಟೆಲ್‌ಗಳ ಲೈಸೆನ್ಸ್‌ ತೆಗೆಸುವ ಕೀಳು ಮಟ್ಟದ ರಾಜಕಾರಣ ಜಿಲ್ಲೆಯಲ್ಲಿ ನಡೆಯುತ್ತಿದೆ’
#Sumalatha #Congress #Mandya #J…"
2019-03-28 07:55:35,manpan7741,RT @Bhasker123: @IndiaToday In the name of fiscal prudence Raghuram Rajan's policy is to criticises everything #BJP does and applaud #Congr…
2019-03-28 07:55:18,ians_india,#Congress General Secretary #PriyankaGandhi begins her meeting with the party booth workers in her mother… https://t.co/nYM8vfd1mL
2019-03-28 07:54:59,sameern789,"RT @cskkanu: #Congress don't deserve to rule this country anymore. Never ever vote for #CongressMuktBharat 

#Nota #Nota2019 If no #MensCom…"
2019-03-28 07:54:31,mithileshjha7,RT @PriyaDutt_INC: Alone we can do so little; together we can do so much. Visited different areas in Santacruz (w) on 27th March and I’m ov…
2019-03-28 07:53:29,bstvlive,#Delhi: कांग्रेस नेता रणदीप सुरजेवाला का बयान। #ElectionWithBSTV #Congress https://t.co/gwi7R9H55e
2019-03-28 07:53:28,Mahendr90749998,RT @PriyaDutt_INC: Alone we can do so little; together we can do so much. Visited different areas in Santacruz (w) on 27th March and I’m ov…
2019-03-28 07:53:28,anuttar,RT @MeenaDasNarayan: #Congress n #JDS karnataka: r running like headless chickens as massive raid exposes the money ty have looted from pub…
2019-03-28 07:52:47,Justindian5,RT @saket71: one brilliant piece by @virsanghvi on how you can’t be slightly and selectively liberal. This looking back at banning of #Sata…
2019-03-28 07:51:29,indiavoicenews,"@RKAnand19 @INCIndia @ShatruganSinha  के पार्टी में शामिल होने की खबरों पर: यह दोपहर 2 बजे के बाद तय किया जाएगा, उन… https://t.co/s1SmA73ihc"
2019-03-28 07:51:12,PsDavidEvans,RT @JaySekulow: It’s ridiculous to think officials serving in #Congress would espouse #AntiSemitic rhetoric. But Congresswoman Omar has don…
2019-03-28 07:51:08,manpreet_mba09,#chaatimediscussion 1- Me telling him that #Congress is very close to #Muslims. My father abruptly said ‘incorrect’… https://t.co/H9bdTtGpj3
2019-03-28 07:51:03,abhinav23087993,@aajtak @PoojaShali #Congress ki #Gatbandhan itni #Majboot hai ki ab tk ticket ka #Batwara unke apas me nhi ho raha… https://t.co/iVWRDgjzN4
2019-03-28 07:50:48,coolmeandyou143,RT @firenewshindi: यूपी में 11 कैंडिडेट उतार कांग्रेस ने बढ़ाई विरोधियों की मुश्किलें। #AmethiWithRahul #RahulGandhi #Congress #BJP_भगाओ_दे…
2019-03-28 07:50:42,Bala23287,"#Congress had all the chances to make it right.
#Congress had all the chances to make us great
#Congress had all th… https://t.co/fDSGVn0J0W"
2019-03-28 07:50:39,rpbreakingnews,#Congress प्रवक्ता @NayakRagini को अश्लील मैसेज भेजने वाला गिरफ्तार
2019-03-28 07:50:32,coolmeandyou143,RT @firenewshindi: अहमद पटेल का केन्द्र सरकार पर हमला। #INCForWomen #Congress #BJP_भगाओ_देश_बचाओ https://t.co/4b9K8GoqxE
2019-03-28 07:50:14,Udayindiaonline,"PM @narendramodi in Meerut: From Nehru to Indira, everyone talked about eliminating poverty, but it did nothing. Po… https://t.co/hCIY2EcUhx"
2019-03-28 07:50:13,AfzalNaqvi3,RT @PriyaDutt_INC: Alone we can do so little; together we can do so much. Visited different areas in Santacruz (w) on 27th March and I’m ov…
2019-03-28 07:50:07,alleris,"#ServiceMilano #production #work #congress  @ Milan, Italy — in Milano, Italia https://t.co/Usi4vRthH9"
2019-03-28 07:49:52,sB5n6Uy9lxdXLMR,RT @thatsTamil: பெங்களூர் தெற்கு தொகுதி பாஜக வேட்பாளர் தேஜஸ்வி சூர்யா மீது பெண் பரபரப்பு பாலியல்  குற்றச்சாட்டு!  https://t.co/42vIQVrcSQ #…
2019-03-28 07:49:49,coolmeandyou143,"RT @firenewshindi: 'कांग्रेस ने ओबीसी की सबसे बड़ी मांग पूरी की' #OBC #BharatBandh #ElectionCommission 
#Congress https://t.co/lTV8udwVhh"
2019-03-28 07:49:32,rk1824740,"वो कहते आ रहे हैं: गरीबी हटाओ
अब हम कहेंगे: कांग्रेस हटाओ

#MinimumIncomeGuarantee #Congress #RahulKaJumla… https://t.co/Rghv2wI2Ne"
2019-03-28 07:49:29,coolmeandyou143,"RT @firenewshindi: गांधी का हिंदुस्तान चाहिए या गोडसे का हिंदुस्तान:राहुल गांधी
#BJP_भगाओ_देश_बचाओ 
#Congress 
#ChowkidarChorHai https://t.…"
2019-03-28 07:49:10,prkshshr,"RT @john_verma1: .....?
#bjp4india #Congress #RahulGandhi #NarendraModi #IndiaWithNaMo #IndiaSpaceSuperPower https://t.co/1iXNDoPtCD"
2019-03-28 07:49:07,ikevaldesai,"RT @GallaGossip: कामदार vs दागदार🧐

#NarendraModi #Congress #BJP #Meerut #ThursdayMotivation #IndiaSpaceSuperPower #IndiaWithNaMo #LokSabha…"
2019-03-28 07:49:07,vikram29121971,"RT @abpnewstv: #LokSabhaElections2019: Trouble mounts for Bihar #GrandAlliance as #Congress not willing to leave Darbhanga, Supaul seats

D…"
2019-03-28 07:49:00,SahHarikesh,RT @TyagrajShekhawt: #कांग्रेस #पार्टी के कुछ कार्यकर्ता  #बनारस के #80s घाट पर एक लड़की छेड़छाड़ और बदतमीजी सिर्फ इसलिए की वो लड़की #नमो_अ…
2019-03-28 07:49:00,Taimur_Priyanka,RT @MeenaDasNarayan: #Congress n #JDS karnataka: r running like headless chickens as massive raid exposes the money ty have looted from pub…
2019-03-28 07:48:55,puneetdhm,RT @PriyaDutt_INC: Alone we can do so little; together we can do so much. Visited different areas in Santacruz (w) on 27th March and I’m ov…
2019-03-28 07:48:52,Sentham01678729,"RT @News18TamilNadu: ஏழைகளுக்கு மாதந்தோறும் ரூ.6000 வழங்கும் திட்டம் சாத்தியமா? - ப.சிதம்பரம் விளக்கம்

#MinimumIncomeGuarantee | #Election…"
2019-03-28 07:48:52,CatchHindi,"'चौकीदार' बनें बीजेपी और कांग्रेस के गले की फांस, आयोग में शिकायत की दर्ज
#LokSabhaElection2019 #Chowkidars #BJP… https://t.co/ba9m2BNXp7"
2019-03-28 07:48:52,coolmeandyou143,"RT @firenewshindi: पीएम मोदी चाइनीज कपड़े पहनकर 'मेक इन इंडिया' की बात करते हैं।
#LoksabhaElections2019 
#BJP_भगाओ_देश_बचाओ 
#PMModi 
#Rahu…"
2019-03-28 07:48:44,GuzzlersInc,RT @journalistHari: By tactically spreading the news that @RahulGandhi will contest from #Wayanad and then refusing to take decision #Rahul…
2019-03-28 07:48:40,A1tiwari,"RT @pranavg11508324: Shame on you @RahulGandhi @INCIndia @INCIndia #Congress
#MissionShakti https://t.co/NBIjOO8NH8"
2019-03-28 07:48:23,Shail006,"RT @rightlog_in: If Rahul's 'Universal Basic Income' scheme is enforced today, petrol prices will cross Rs. 110/Litre

https://t.co/Bfpcj9c…"
2019-03-28 07:48:18,anup68881,@INCIndia akhir #Congress apna Aukat dikha he diya kitne #Ghatiya level tk jaa skte hh
2019-03-28 07:48:05,coolmeandyou143,"RT @firenewshindi: 'प्रियंका गांधी ने गुजरात में पहली रैली संभोदित की,लोगों को दिखी दादी इंदिरा की  झलक'
#Congress
#PriyankaGandhi
#Gujarat…"
2019-03-28 07:48:00,JITENDR16485435,"RT @ChapranaNarveer: आतंकी बनो 1 करोड मिलेंगे, गरीब बनो 72 हजार मिलेंगे, देश ओर सेना को गाली दो टिकिट देंगे,
#congress"
2019-03-28 07:47:57,Vice_PerumalDMK,"நமது கலாச்சாரத்தையும், இயற்கை விவசாயத்தையும் இதற்கு மேல் ஒருவரால் விவரிக்க இயலாது. #விவசாயம் #agriculture… https://t.co/N84WbF5uqB"
2019-03-28 07:47:54,GanaAdhikar,▶️#JustIn : #Congress confirms Bollywood's living legend &amp; BJP MP #ShatrughanSinha to join the party |… https://t.co/WsTnds3Zum
2019-03-28 07:47:53,MeenaDasNarayan,#Congress n #JDS karnataka: r running like headless chickens as massive raid exposes the money ty have looted from… https://t.co/KWDCa3VGci
2019-03-28 07:47:51,Sentham01678729,"RT @SanjaySDutt: On way to #Karaikal to address #Congress #LoksabhaElection mtg, paid tributes to our all time inspiration &amp; beloved leader…"
2019-03-28 07:47:46,coolmeandyou143,"RT @firenewshindi: 'पहले ही भाषण में चलता दिखा प्रियंका गांधी का जादू,देखिये ये ख़बर'
#FirePostcard
#PriyankaGandhi 
#LokSabhaElections2019…"
2019-03-28 07:47:20,coolmeandyou143,"RT @firenewshindi: प्रियंका गांधी ने भीम आर्मी के संस्थापक से की मुलाकात।
#FirePostcard
#PriyankaGandhi 
#Congress https://t.co/MjLTlEslwr"
2019-03-28 07:47:11,ErRamanINC,RT @navjivanindia: दिल्ली के आईजीआई स्टेडियम में #Congress अध्यक्ष #RahulGandhi  ने ओबीसी सम्मेलन के दौरान #PMModi पर तंज कसा है। उन्होंने…
2019-03-28 07:47:07,hiteshsinh2025,@sagarikaghose @BJP4India @timesofindia Hmm. I understand your problem. Desperate to get bonus from your aka /boss… https://t.co/ihEdxbkfeM
2019-03-28 07:47:02,coolmeandyou143,"RT @firenewshindi: बिहार में महागठबंधन के बाद कांग्रेस से मिले कई दलों के नेता
#FirePostcard
#Congress
#LokSabhaElections2019 
#BiharMahaga…"
2019-03-28 07:46:51,coolmeandyou143,"RT @firenewshindi: स्मृति ईरानी पे लगा सांसद निधि में घोटाले का आरोप,मंगा इस्तीफा।
#FirePostcard
#LokSabhaElections2019 
#SmritiIrani
#BJP…"
2019-03-28 07:46:47,WadettiwarVijay,काँग्रेस पक्षाचे सरकार स्थापन होताच महिला आरक्षण कायदा पास करून सरकारी नोकऱ्यात महिलांना ३३%आरक्षण देण्यात येणार आ… https://t.co/ZDVS9JyEvO
2019-03-28 07:46:47,coolmeandyou143,"RT @firenewshindi: मुंबई फुटओवर ब्रिज हादसे के बाद कांग्रेस ने पीयूष गोयल से मांगा इस्तीफा।
#FirePostcard 
#LokSabhaElections2019 
#PiyushG…"
2019-03-28 07:46:38,MinAmbalam,"மின்னம்பலம்:காங்கிரஸ் ஆதரவும் இருக்கிறது: கட்கரி
https://t.co/7xOcG6OAEE
#Congress #NitinGadkari https://t.co/VpiZs5hQu1"
2019-03-28 07:46:21,dkodingofficial,"Priyanka Gandhi urges Congress workers to start preparations for 2022 UP polls 
#dkoding #congress #PriyankaGandhi… https://t.co/De4oLnd4wh"
